ID,VideoID,Title,YouTuber,Link,Duration,Train / Val,Mini / Full Set,Nation or Area (Inferred by GPT),"State, Province, or City (Inferred by GPT and refined by human)",Discarded Length at the Begininning (second),Discarded Length at the Ending (second)
1698,nXLBHSy349c,4K DRIVE Buenos Aires ARGENTINA Palermo Soho 4k video VLOG,4K DRIVE,https://www.youtube.com/watch?v=nXLBHSy349c,15:08,Train,Full,Argentina,Buenos Aires,90,60
1699,nXk9FxWtyuw,Driving Downtown - New York City Village 4K - USA,J Utah,https://www.youtube.com/watch?v=nXk9FxWtyuw,10:47,Train,Full,United States of America,New York,90,30
1700,nXva5JsiGIQ,驾车从杭州到上海，连接两座经济最发达的城市｜4K,Memery World 中国记忆,https://www.youtube.com/watch?v=nXva5JsiGIQ,53:40,Train,Full,China,"Zhejiang, Shanghai",180,30
1701,nY49mkzc5F8,4K Driving at Night in Chicago Downtown - Its a Ghost Town - USA - 2021,USA Thrill,https://www.youtube.com/watch?v=nY49mkzc5F8,13:52,Train,Full,United States of America,Illinois,90,30
1702,n_JngGekb_o,"Rocky Mountain Foothills on Interstate 70: Idaho Springs to Georgetown, Colorado in 4K",takemytripdotcom,https://www.youtube.com/watch?v=n_JngGekb_o,21:35,Train,Full,United States of America,Colorado,90,60
1703,nbY_RMEYp1M,Driving In Downtown Xian The Capital Of Chinas 13 Dynasties Shaanxi 西安,Walk East,https://www.youtube.com/watch?v=nbY_RMEYp1M,44:33,Train,Full,China,Shaanxi,180,30
1704,ncAeX-hLEFQ,"[4K] Malibu🇺🇸 Sunrise Drive - Scenic Drive, Driving Pacific Coast Highway, Santa Monica",MC75,https://www.youtube.com/watch?v=ncAeX-hLEFQ,60:25,Train,Full,United States of America,California,90,60
1705,ncaDNwJuA8g,New York City 4K - Queens - Sunset Drive,J Utah,https://www.youtube.com/watch?v=ncaDNwJuA8g,35:50,Train,Full,United States of America,New York,90,30
1706,nm76MXBUHAQ,"Columbus 4K - Driving in Downtown Columbus, Ohio (Part 1) - The Corn Belt - USA",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=nm76MXBUHAQ,7:36,Train,Full,United States of America,Ohio,90,60
1707,nmgmfvz3z6E,"Scenic drive through Montana: Lewistown to Harlowtown on MT 200, US 87, US 191 in 4K",takemytripdotcom,https://www.youtube.com/watch?v=nmgmfvz3z6E,1:03:19,Train,Full,United States of America,Montana,90,60
1708,no6Yc4gRBc0,Seoul Drive 4K HDR - Airport Expressway - South Korea.,J Utah,https://www.youtube.com/watch?v=no6Yc4gRBc0,38:30,Train,Full,Republic of Korea,Seoul,90,30
1709,nqKWm1F4Bz0,[4K] Hancock Park to Hollywood Sign Beachwood Canyon Hollywood Hills,omw,https://www.youtube.com/watch?v=nqKWm1F4Bz0,51:16,Train,Full,United States of America,California,90,30
1710,nqWtGWymV6c,Paris 4K - City Center - Driving Downtown - France,J Utah,https://www.youtube.com/watch?v=nqWtGWymV6c,35:07,Train,Full,France,Paris,90,30
1711,nr0glOEU0I8,【4K】東京ドライブTOKYO DRIVE286km2023年2月,guruguru,https://www.youtube.com/watch?v=nr0glOEU0I8,1:15:39,Train,Full,Japan,Tokyo,90,30
1712,nr_btaWmIH8,"Yes, you CAN drive to Schofield Pass: Dirt Road near Crested Butte, Colorado, 4K Fall Drive",takemytripdotcom,https://www.youtube.com/watch?v=nr_btaWmIH8,1:17:51,Train,Full,United States of America,Colorado,90,60
1713,nuIPLhYalhI,Miami Florida - 4K HDR - Relaxing Ride Driving Downtown,The Traveler : Relaxing Videos,https://www.youtube.com/watch?v=nuIPLhYalhI,59:02,Train,Full,United States of America,Florida,90,30
1714,nvuc8WZGFY4,"Chicago, Illinois 4K Expressway Tour - Driving I-94 NB Dan Ryan/Kennedy Expressway into Chicago Loop",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=nvuc8WZGFY4,22:33,Train,Full,United States of America,Illinois,90,60
1715,nysE25FzKm0,"Transfăgărășan Highway, Romania | 4K Hill Climb Driving | Part 1",The Driving Channel,https://www.youtube.com/watch?v=nysE25FzKm0,54:31,Train,Full,Romania,N/A,90,60
1716,nzTKaT_fnjE,Driving Downtown - Chinatown 4K - Los Angeles USA,J Utah,https://www.youtube.com/watch?v=nzTKaT_fnjE,8:20,Train,Full,United States of America,California,90,30
1717,nzaYzEdKMq4,4K DRIVE USA Sanibel Island to Bonita Springs GoPro Hero 9,4K DRIVE,https://www.youtube.com/watch?v=nzaYzEdKMq4,1:07:14,Train,Full,United States of America,Florida,90,60
1718,o1w6F93TT6A,"Driving down the Mogollon Rim: Oak Creek Canyon to Sedona, Arizona on Route 89a - in 4K",takemytripdotcom,https://www.youtube.com/watch?v=o1w6F93TT6A,31:55,Train,Full,United States of America,Arizona,90,60
1719,o2E1NdozxSk,"Downtown Detroit, Michigan 4K Street Tour - Driving I-375, Jefferson Ave, Woodward Ave in Downtown",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=o2E1NdozxSk,25:25,Train,Full,United States of America,Michigan,90,60
1720,o2WrV1fcYds,4K driving | Driving from Koreatown to Beverly Hills | Rodeo Drive | Los Angeles | USA,GoingGoing,https://www.youtube.com/watch?v=o2WrV1fcYds,57:55,Train,Full,United States of America,California,90,60
1721,o305RL966zQ,_Driving-Driving Saturday Nightlife of Los Angeles 8K HDR Dolby Vision - Venice to Downtown LA (Los Santos).,Relaxing Scenes - Driving,https://www.youtube.com/watch?v=o305RL966zQ,2:49:27,Train,Full,United States of America,California,90,30
1722,o43xVHYyrMM,"Driving through Paso Robles, you can enjoy the peaceful and idyllic countryside.",GoingGoing,https://www.youtube.com/watch?v=o43xVHYyrMM,1:09:11,Train,Full,United States of America,California,90,60
1723,o5sZcSmFVmI,"Drive Seoul, Korea 화창한 주말, 집에 있고 싶지만, 그러면 저는 아내님에게 혼이 납니다. 아내님을 위한 드라이브~ 의정부 - 파주카페 모쿠슈라 with 편안한 음악","Drive & Walk Drive with me in Seoul, Korea",https://www.youtube.com/watch?v=o5sZcSmFVmI,46:05,Train,Full,Republic of Korea,"Uijeongbu, Paju",90,60
1724,o964PvJk_kA,4K DRIVE Montevideo Uruguay 4K video DRIVING GoPro Hero 9,4K DRIVE,https://www.youtube.com/watch?v=o964PvJk_kA,8:56,Train,Full,Uruguay,Montevideo,90,60
1725,oA7pxA6Dsrc,"Naperville 4K Streets - Driving in Naperville, IL - Safe Family-Friendly City & Fast Growing City",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=oA7pxA6Dsrc,14:48,Train,Full,United States of America,Illinois,90,60
1726,oB5TW3KuGOg,西安驾车至安康-经过中国最长的高速公路隧道,中国街景 Chinese Street View,https://www.youtube.com/watch?v=oB5TW3KuGOg,2:17:47,Train,Full,China,Shaanxi,90,60
1727,oDegNDP_BYA,Den Haag | 4K Drive,The Driving Channel,https://www.youtube.com/watch?v=oDegNDP_BYA,12:49,Train,Full,Netherlands,Den Haag,90,60
1728,oDejyTLYUTE,Tokyo 4K - Main Street - Morning Drive,J Utah,https://www.youtube.com/watch?v=oDejyTLYUTE,38:30,Train,Full,Japan,Tokyo,90,30
1729,oEK4QpUlKWk,4K Night Drive in Sevierville & Pigeon Forge Tennessee - The little Las Vegas of Dixieland US 2021,USA Thrill,https://www.youtube.com/watch?v=oEK4QpUlKWk,24:43,Train,Full,United States of America,Tennessee,90,30
1730,oGjwx4EfRqU,Driving San Diego 4K HDR - Classy Southern California Coast - USA.,J Utah,https://www.youtube.com/watch?v=oGjwx4EfRqU,1:07:27,Train,Full,United States of America,California,90,30
1731,oHgpvJO-uQA,New York Driving Experience 2,NYC Taxi Driver,https://www.youtube.com/watch?v=oHgpvJO-uQA,4:03:59,Train,Full,United States of America,New York,90,60
1732,oHn-8QtoWeg,"Columbia, South Carolina to Savannah, Georgia: Interstates 26 & 95. and US 17",takemytripdotcom,https://www.youtube.com/watch?v=oHn-8QtoWeg,2:17:56,Train,Full,United States of America,South Carolina,90,60
1733,oJbwbQXpy8g,"Driving in Shenzhen, China, Exploring the Construction of Shenzhen Suburbs | 4K HDR",Driving in China,https://www.youtube.com/watch?v=oJbwbQXpy8g,28:57,Train,Full,China,Guangdong,180,60
1734,oPkmLteFbvw,[4K] HOLLYWOOD🇺🇸 Driving to Hollywood Sign - Mulholland Drive | Los Angeles | California,MC75,https://www.youtube.com/watch?v=oPkmLteFbvw,23:00,Train,Full,United States of America,California,90,60
1735,oU5z2-oexJo,"A drive through Page, Arizona, to Glen Canyon Dam, Lake Powell & Wahweap, in 4K",takemytripdotcom,https://www.youtube.com/watch?v=oU5z2-oexJo,33:01,Train,Full,United States of America,Arizona,90,60
1736,o_H7k6mHo8k,Driving Downtown - Cleveland City Center 4K - USA,J Utah,https://www.youtube.com/watch?v=o_H7k6mHo8k,7:08,Train,Full,United States of America,Ohio,90,30
1737,octnOvKHdVA,[4K] LOS ANGELES🇺🇸 Night drive I LAX I TORRANCE | PCH | CALIFORNIA | USA,MC75,https://www.youtube.com/watch?v=octnOvKHdVA,32:38,Train,Full,United States of America,California,90,60
1738,ofD2_9vH0r0,Drive of Downtown Durham to Chapel Hill North Carolina Driving Sounds for Sleep and Study,Relaxing Walks,https://www.youtube.com/watch?v=ofD2_9vH0r0,56:41,Train,Full,United States of America,North Carolina,90,30
1739,ooKRUtbVZ7w,"4K _ Drive Seoul, Korea 편안한 재즈와, 여의도 더현대 서울에서 노원까지, 서울 드라이브! from Yeouido to Nowon-gu","Drive & Walk Drive with me in Seoul, Korea",https://www.youtube.com/watch?v=ooKRUtbVZ7w,59:56,Train,Full,Republic of Korea,Seoul,90,60
1740,op95EHWKEgI,Driving New York City 4K HDR - Midtown Manhattan - USA.,J Utah,https://www.youtube.com/watch?v=op95EHWKEgI,1:05:11,Train,Full,United States of America,New York,90,30
1741,otLED2MUtVw,Driving Brooklyn 4K HDR - Downtown Waterfront - New York City - USA.,J Utah,https://www.youtube.com/watch?v=otLED2MUtVw,42:27,Train,Full,United States of America,New York,90,30
1742,owB9lJ7zrko,"The drive into Miami and on to Miami Beach, in 4K: Florida 924, I-95 and I-195",takemytripdotcom,https://www.youtube.com/watch?v=owB9lJ7zrko,32:09,Train,Full,United States of America,Florida,90,60
1743,oxZBX-e84O8,Mexico City 4K - Night Drive,J Utah,https://www.youtube.com/watch?v=oxZBX-e84O8,36:31,Train,Full,Mexico,Mexico,90,30
1744,p-qm7ZRMgkg,"West Virginia 4K Interstate 77 Tour - Tunnels, Mountains, Valleys, Forests",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=p-qm7ZRMgkg,17:36,Train,Full,United States of America,West Virginia,90,60
1745,p1-NpsaKdF4,Driving in Downtown Chicago 4K Street Tour - Chicago Loop,Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=p1-NpsaKdF4,21:29,Train,Full,United States of America,Illinois,90,60
1746,p1D0xmXa5j4,New York City 4K - 5th Avenue Drive,J Utah,https://www.youtube.com/watch?v=p1D0xmXa5j4,23:21,Train,Full,United States of America,New York,90,30
1747,p5nKRfPmbFE,"Fall drive on Colorado Highway 9: Fairplay, Alma, Hoosier Pass, Breckenridge in 4K",takemytripdotcom,https://www.youtube.com/watch?v=p5nKRfPmbFE,1:22:05,Train,Full,United States of America,Colorado,90,60
1748,p8LDLNOFFZo,Driving Downtown - San Diegos Skyline 4K - USA,J Utah,https://www.youtube.com/watch?v=p8LDLNOFFZo,14:53,Train,Full,United States of America,California,90,30
1749,pCkWxb0JcCM,Colorado Routes 96 & 67 - Scenic Drive through the mountains in 4K - Westcliffe to Florence,takemytripdotcom,https://www.youtube.com/watch?v=pCkWxb0JcCM,43:48,Train,Full,United States of America,Colorado,90,60
1750,pCvCCgY86JE,襟江带河、钟灵毓秀，文化名城南京，博大弘爱的土地，驾车环游大美南京｜NanJing driving tour2022｜4K,Memery World 中国记忆,https://www.youtube.com/watch?v=pCvCCgY86JE,2:36:07,Train,Full,China,Jiangsu,180,30
1751,pEpqfWrMJUw,Driving Beverly Hills Westwood UCLA Los Angeles,omw,https://www.youtube.com/watch?v=pEpqfWrMJUw,1:18:30,Train,Full,United States of America,California,90,30
1752,pGTuS0NQjx4,4Kdrive東京 196km 2022年5月,guruguru,https://www.youtube.com/watch?v=pGTuS0NQjx4,44:59,Train,Full,Japan,Tokyo,90,30
1753,pHEKd24kY_0,[4K] Valley of Fire State Park in Las Vegas USA - Scenic Driving - Relaxing Nature Scenery,Wind Walk Travel Videos ?,https://www.youtube.com/watch?v=pHEKd24kY_0,60:31,Train,Full,United States of America,Nevada,90,30
1754,pMTtnE3KtBQ,Phoenix to Goodyear on Interstates 17 & 10 - A Drive across the city in 4K,takemytripdotcom,https://www.youtube.com/watch?v=pMTtnE3KtBQ,26:25,Train,Full,United States of America,Arizona,90,60
1755,pNi_dXFUAMI,中国5A级景区杭州千岛湖沿湖驾车之旅-4K HDR,中国街景 Chinese Street View,https://www.youtube.com/watch?v=pNi_dXFUAMI,2:36:00,Train,Full,China,Zhejiang,90,60
1756,pOFOLsJ5ntc,杭州乡村公路驾驶 Tonglu - Hangzhou West Railway Station Country Road Driving,Zhejiang Street Scenes,https://www.youtube.com/watch?v=pOFOLsJ5ntc,1:10:26,Train,Full,China,Zhejiang,90,60
1757,pPF1Cqkl-98,[4K] MELROSE Avenue🇺🇸 DRIVING TOUR | Los Angeles | West Hollywood | California,MC75,https://www.youtube.com/watch?v=pPF1Cqkl-98,12:44,Train,Full,United States of America,California,90,60
1758,pPQo2mgcdkg,Antalya Driving Tour Part 1-Turkey Travel Guide 2019,Gezeyenti,https://www.youtube.com/watch?v=pPQo2mgcdkg,28:12,Train,Mini,Turkey,Antalya,90,30
1759,pPXfRghdw_k,"Prescott Valley, Yavapai Hills, and Prescott, Arizona: Route 69 & 89 driving tour in 4K",takemytripdotcom,https://www.youtube.com/watch?v=pPXfRghdw_k,24:31,Train,Mini,United States of America,Arizona,90,60
1760,pRwaud7hj-g,中国G316国道-陕西安康市蜀河镇驾车至白河县-4K HDR,中国街景 Chinese Street View,https://www.youtube.com/watch?v=pRwaud7hj-g,56:08,Train,Full,China,Shaanxi,90,60
1761,pVDJzkZtMfM,4Kdrive東京 261km 2022年6月,guruguru,https://www.youtube.com/watch?v=pVDJzkZtMfM,52:10,Train,Full,Japan,Tokyo,90,30
1762,pW6PyaQz_PI,Charleston 4K - Sunset Drive - South Carolina USA,J Utah,https://www.youtube.com/watch?v=pW6PyaQz_PI,37:30,Train,Full,United States of America,South Carolina,90,30
1763,pWCjRxbVyPE,宁波至上海高速行驶，经过中国第三长跨海大桥，连接两座最亲密的城市｜4K,Memery World 中国记忆,https://www.youtube.com/watch?v=pWCjRxbVyPE,45:06,Train,Full,China,"Zhejiang, Shanghai",180,30
1764,pWEVzR0IPT8,世界历史名城，古都西安，驾车巡游这座巨大的古城｜The worlds historical city the ancient capital of Xian｜4K,Memery World 中国记忆,https://www.youtube.com/watch?v=pWEVzR0IPT8,2:09:31,Train,Full,China,Shaanxi,180,30
1765,pWgqVS1TNjU,South Fork to Pagosa Springs on US 160 in Colorado: Wintery drive through the Rocky Mountains in 4K,takemytripdotcom,https://www.youtube.com/watch?v=pWgqVS1TNjU,1:06:45,Train,Full,United States of America,Colorado,90,60
1766,pYHUuK12-J4,South Africa 4K - Ocean Cliffs - Scenic Drive.,J Utah,https://www.youtube.com/watch?v=pYHUuK12-J4,22:48,Train,Full,South Africa,N/A,90,30
1767,pYo9VhgY4do,Driving at Sunset The Bird Streets - Beverly Hills - Rodeo Drive Relaxing Immersive HDR 60fps.,Sunset Drive California,https://www.youtube.com/watch?v=pYo9VhgY4do,31:00,Train,Full,United States of America,California,90,30
1768,p_dYvmis0uo,[4K] Malibu to Santa Barbara Drive - Pacific Coast Highway PCH 1 & US 101 Hwy - California Road Trip,Wind Walk Travel Videos ?,https://www.youtube.com/watch?v=p_dYvmis0uo,1:52:39,Train,Full,United States of America,California,90,30
1769,paVB7zNvb0E,London 4K - Theater District - Convent Garden - Driving Downtown - England,J Utah,https://www.youtube.com/watch?v=paVB7zNvb0E,29:20,Train,Full,United Kingdom,London,90,30
1770,petHWvjwPRo,Driving Downtown - New Rochelle 4K - New York USA,J Utah,https://www.youtube.com/watch?v=petHWvjwPRo,15:48,Train,Full,United States of America,New York,90,30
1771,pk1HVHAhF8E,[Full Version] California Pacific Coastline & Pacific Coast Highway - Driving Torrance to Malibu,THE TABLE,https://www.youtube.com/watch?v=pk1HVHAhF8E,2:29:02,Train,Full,United States of America,California,90,60
1772,plv2u8vs9nU,"Driving in Shenzhen, China, one of the fastest growing regions in the world, Shenzhen Qianhai｜4K HDR",Driving in China,https://www.youtube.com/watch?v=plv2u8vs9nU,47:09,Train,Full,China,Guangdong,180,60
1773,poDD4I607-I,Driving Downtown - Chinatown 4K - Philadelphia USA,J Utah,https://www.youtube.com/watch?v=poDD4I607-I,5:27,Train,Full,United States of America,Pennsylvania,90,30
1774,pqMUJLVqQpU,河北石家庄井陉太行天路驾车之旅-4K HDR,中国街景 Chinese Street View,https://www.youtube.com/watch?v=pqMUJLVqQpU,53:41,Train,Full,China,Hebei,90,60
1775,pqNghN7p6ic,"Watford City to Williston - a 4K drive across the North Dakota plains on US 85, ND 200, US 2",takemytripdotcom,https://www.youtube.com/watch?v=pqNghN7p6ic,52:13,Train,Full,United States of America,North Dakota,90,60
1776,prvNEltd-p4,4K DRIVE CRAZY Rush Hour Buenos Aires vlog ARGENTINA 4k video,4K DRIVE,https://www.youtube.com/watch?v=prvNEltd-p4,27:15,Train,Full,Argentina,Buenos Aires,90,60
1777,pt_N81Hr2XI,Los Angeles CA - 4K HDR - Relaxing Ride driving Sunset blvd and Hollywood blvd part1,The Traveler : Relaxing Videos,https://www.youtube.com/watch?v=pt_N81Hr2XI,29:46,Train,Full,United States of America,California,90,30
1778,pu2wv2DAq6E,Driving Downtown - Sarasota Florida USA,J Utah,https://www.youtube.com/watch?v=pu2wv2DAq6E,14:34,Train,Full,United States of America,Florida,90,30
1779,pyFofowGwWQ,"Kingman, Arizona towards Hoover Dam & Las Vegas, driving on US 93 in 4K",takemytripdotcom,https://www.youtube.com/watch?v=pyFofowGwWQ,44:01,Train,Full,United States of America,Arizona,90,60
1780,pzbllf7-Wt8,Miami South Beach driving tour,City Driving Tour,https://www.youtube.com/watch?v=pzbllf7-Wt8,42:27,Train,Full,United States of America,Florida,90,30
1781,q2vjge0mEcM,Driving Downtown - Wealthy Greenwich 4K - Connecticut USA,J Utah,https://www.youtube.com/watch?v=q2vjge0mEcM,4:57,Train,Full,United States of America,Connecticut,90,30
1782,q4yayDO1254,"Driving in Shenzhen, China, driving around the expressways in Shenzhen｜4K HDR",Driving in China,https://www.youtube.com/watch?v=q4yayDO1254,36:32,Train,Full,China,Henan,180,60
1783,q52pS_RtcXo,California Coast 4K - Scenic Drive,J Utah,https://www.youtube.com/watch?v=q52pS_RtcXo,38:30,Train,Full,United States of America,California,90,30
1784,q6ct3kdkhXI,[4K] Driving from Port of Los Angeles to Long Beach in California USA,Wind Walk Travel Videos ?,https://www.youtube.com/watch?v=q6ct3kdkhXI,33:11,Train,Full,United States of America,California,90,30
1785,q85gcpi91_Y,Driving Downtown - Broadway 4K - Los Angeles USA,J Utah,https://www.youtube.com/watch?v=q85gcpi91_Y,10:03,Train,Full,United States of America,California,90,30
1786,q9xYaVv5YxU,"A drive through Zion National Park, Utah, on Route 9: Zion Canyon, Tunnel, East Side in 4K",takemytripdotcom,https://www.youtube.com/watch?v=q9xYaVv5YxU,34:20,Train,Full,United States of America,Utah,90,60
1787,qAC8nKr71GU,"US 285 & 24 in Colorado: Salida, Buena Vista, Twin Lakes, in 4k during the fall",takemytripdotcom,https://www.youtube.com/watch?v=qAC8nKr71GU,54:21,Train,Full,United States of America,Colorado,90,60
1788,qCYAsDBGN1E,[Full Version] Beverly Hills The Flats Residential Neighborhood Luxury Mansions Driving Tour CA,omw,https://www.youtube.com/watch?v=qCYAsDBGN1E,1:42:15,Train,Full,United States of America,California,90,30
1789,qCts0RXfl8w,"This is not a sci-fi movie, this is Shenzhen, China, driving to explore the future sci-fi city｜4KHDR",Driving in China,https://www.youtube.com/watch?v=qCts0RXfl8w,1:23:18,Train,Full,China,Guangdong,180,60
1790,qD79qX5g10I,"US 93 Southbound through Nevada: Ely to Pioche, Pinaca, A lovely 4K Drive through the Nevada desert",takemytripdotcom,https://www.youtube.com/watch?v=qD79qX5g10I,1:48:30,Train,Full,United States of America,Nevada,90,60
1791,qDjA5MrgD84,"Columbus, Ohio 4K Street Tour - Driving into Downtown & Short North - High Street near Ohio State U",Slipstream Motion Pictures Ltd. (Video Tours),https://www.youtube.com/watch?v=qDjA5MrgD84,25:42,Train,Full,United States of America,Ohio,90,60
1792,qE089iB9l3M,"A little bit of the Apache Trail, starting at Roosevelt Dam, Scenic 4K Arizona Drive",takemytripdotcom,https://www.youtube.com/watch?v=qE089iB9l3M,26:58,Train,Full,United States of America,Arizona,90,60
1793,qE8XxnVAohQ,Driving Downtown - St Augustine Florida USA,J Utah,https://www.youtube.com/watch?v=qE8XxnVAohQ,22:18,Train,Full,United States of America,Florida,90,30
1794,qFr7NerH7rE,St Louis Mo - 4K HDR - Relaxing Ride Driving Downtown,The Traveler : Relaxing Videos,https://www.youtube.com/watch?v=qFr7NerH7rE,43:57,Train,Full,United States of America,Missouri,90,30
1795,qG5zAi_IBx0,Driving Downtown - Cleveland 4K HDR - USA,J Utah,https://www.youtube.com/watch?v=qG5zAi_IBx0,1:15:11,Train,Full,United States of America,Ohio,90,60
1796,qI82GiGJv-c,【4K】東京ドライブTOKYO DRIVE193km2023年3月,guruguru,https://www.youtube.com/watch?v=qI82GiGJv-c,53:05,Train,Full,Japan,Tokyo,90,30
1797,qNVxxxnFgPE,Driving in the Edge of Downtown Changsha Hunan China 湖南长沙驾车,Walk East,https://www.youtube.com/watch?v=qNVxxxnFgPE,33:58,Train,Full,China,Hunan,180,30
1798,qOx5CwCrN9k,Seoul 4K HDR - Beverly Hills - Scenic Drive.,J Utah,https://www.youtube.com/watch?v=qOx5CwCrN9k,23:37,Train,Full,Republic of Korea,Seoul,90,30
1799,qPgWV8Rxemo,Tokyo 4K - Driving Downtown - Tokyos Times Square,J Utah,https://www.youtube.com/watch?v=qPgWV8Rxemo,50:52,Train,Full,Japan,Tokyo,90,30
1800,qQpzNkW_g0A,"A nice sunset drive from Lakeland to Tampa on Interstate 4, westbound across Florida in 4K",takemytripdotcom,https://www.youtube.com/watch?v=qQpzNkW_g0A,32:30,Train,Full,United States of America,Florida,90,60
1801,qQrnRQ5anp4,[4K] Beverly Hills The Flats Beverly Drive Hillcrest Drive Residential Los Angeles Mansions,omw,https://www.youtube.com/watch?v=qQrnRQ5anp4,59:29,Train,Full,United States of America,California,90,30
1802,qTDhj8vorFg,Dallas downtown driving tour sunset drive Dallas 4K driving downtown Dallas Texas,City Driving Tour,https://www.youtube.com/watch?v=qTDhj8vorFg,56:27,Train,Full,United States of America,Texas,90,30
1803,qWL3Vw7d7bM,Hong Kong 4K - Morning Drive - Protests Aftermath,J Utah,https://www.youtube.com/watch?v=qWL3Vw7d7bM,31:18,Train,Full,China,Hong Kong,90,30
1804,qWV7kFgzItU,Scenic Journey: Driving Through Riedbergpass.,Relaqs Relaxation,https://www.youtube.com/watch?v=qWV7kFgzItU,11:38,Train,Full,Germany,Riedbergpass,90,60
1805,qXJ2vXX_JBk,[4K] Hollywood to Downtown Los Angeles Larchmont Village to Sixth Street Bridge,omw,https://www.youtube.com/watch?v=qXJ2vXX_JBk,1:01:03,Train,Full,United States of America,California,90,30
1806,qXlnyBnvufw,"杭州南 - 桐庐 浙江最美高速G25｜Hangzhou - Tonglu, high-speed driving｜China highway driving",Zhejiang Street Scenes,https://www.youtube.com/watch?v=qXlnyBnvufw,43:37,Train,Full,China,Zhejiang,90,60
1807,qZI2j3AFsYQ,"[Full] CALIFORNIA STATE ROUTE 1 - Driving Pismo Beach to Big Sur and Carmel, California, USA, 4K",THE TABLE,https://www.youtube.com/watch?v=qZI2j3AFsYQ,3:37:06,Train,Full,United States of America,California,90,60
1808,qZcVCvU0Fio,4K DRIVE Rivera Uruguay 4K video UY TRAVEL vlog GoPro Hero 9,4K DRIVE,https://www.youtube.com/watch?v=qZcVCvU0Fio,16:06,Train,Full,Uruguay,Rivera,90,60
1809,q__XI1TpYU4,Driving Downtown - DCs Business District 4K - USA,J Utah,https://www.youtube.com/watch?v=q__XI1TpYU4,9:20,Train,Full,United States of America,Washington,90,30
1810,qea_HNMkIbk,New York City 4K - Brooklyn Brownstones - Driving Downtown - USA,J Utah,https://www.youtube.com/watch?v=qea_HNMkIbk,27:21,Train,Full,United States of America,New York,90,30
1811,qfRlmwjD2Fs,Driving Downtown - Baltimore 4K - USA,J Utah,https://www.youtube.com/watch?v=qfRlmwjD2Fs,38:02,Train,Full,United States of America,Maryland,90,30
1812,qgi4If3O_Vs,"4K Driving Carrizo Plain National Monument, California, where wildflowers are in bloom",GoingGoing,https://www.youtube.com/watch?v=qgi4If3O_Vs,40:28,Train,Full,United States of America,California,90,60
1813,qiohgeDG_rM,大理洱海环湖公路之旅-中国最美的环湖公路之一,中国街景 Chinese Street View,https://www.youtube.com/watch?v=qiohgeDG_rM,2:36:01,Train,Full,China,Yunnan,90,60
1814,qis9kXQWy0g,Miami Beach FL - 4K HDR - Relaxing Drive - North bound on State Road A1A - Spring Break 2021,The Traveler : Relaxing Videos,https://www.youtube.com/watch?v=qis9kXQWy0g,1:09:50,Train,Full,United States of America,Florida,90,30
1815,qltC96g3y-0,天妙公路驾车之旅-318国道“安徽青藏线”-4K HDR,中国街景 Chinese Street View,https://www.youtube.com/watch?v=qltC96g3y-0,1:32:47,Train,Full,China,Anhui,90,60
1816,qnW4iXJ9t7E,"Shenzhen, the most sci-fi city in the world, has surpassed New York? 4K HDR",Driving in China,https://www.youtube.com/watch?v=qnW4iXJ9t7E,28:08,Train,Full,China,Guangdong,180,60
1817,qoxXY8k3NZ4,"Wuhan, the central city of China, driving around a metropolis with a population of 13 million｜4K HDR",Driving in China,https://www.youtube.com/watch?v=qoxXY8k3NZ4,1:28:31,Train,Full,China,Hubei,180,60
1818,qqx8jQ7Z5FA,Driving Downtown - LA Skyline 4K - Los Angeles USA,J Utah,https://www.youtube.com/watch?v=qqx8jQ7Z5FA,12:24,Train,Full,United States of America,California,90,30
1819,qrRT3Ed4EA8,"Beautiful Colorado Drive! Unaweep Tabeguache Scenic Byway Route 141, Gateway to Naturita in 4K",takemytripdotcom,https://www.youtube.com/watch?v=qrRT3Ed4EA8,1:01:27,Train,Full,United States of America,Colorado,90,60
1820,qrrAydsPDug,Barcelona 4K - City Drive 2022 ????,World Driving Tours,https://www.youtube.com/watch?v=qrrAydsPDug,57:57,Train,Full,Spain,Barcelona,90,30
1821,qsBLiq25szA,Driving in Los Angeles Freeway during Evening Rush Hour Traffic - Downtown LA to Playa Del Rey,Sunset Drive California,https://www.youtube.com/watch?v=qsBLiq25szA,30:18,Train,Full,United States of America,California,90,30
1822,qsH87Osj_zo,Driving Downtown - Bellevue 4K - Seattle USA,J Utah,https://www.youtube.com/watch?v=qsH87Osj_zo,17:42,Train,Full,United States of America,Washington,90,30
1823,qvL5Fjt-E1s,[4K] Beverly Hills🇺🇸 Night Drive - Rodeo Drive | Beverly Grove | West Hollywood | Los Angeles,MC75,https://www.youtube.com/watch?v=qvL5Fjt-E1s,45:17,Train,Full,United States of America,California,90,60
